,具体地址,单价,建造年份,总价,房型,标题,楼层,链接,面积
3271,明园九龙湾  红谷滩-九龙湖新区-国体大道,20498元/m²,2014年建造,262,3室2厅,明园九龙湾带学位带地铁 视野好采光无挡，适合年轻人奋斗起航,中层(共32层),https://nc.anjuke.com/prop/view/A1496836784?from=filter&spread=commsearch_p&position=272&kwtype=filter&now_time=1550802678,127m²
3272,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,22543元/m²,2015年建造,390,5室3厅,花园洋房，一楼复式带院子地下室子母车位，豪华装修，现降价出售,低层(共6层),https://nc.anjuke.com/prop/view/A1568066769?from=filter&spread=commsearch_p&position=273&kwtype=filter&now_time=1550802678,173m²
3273,华润凯旋门  红谷滩-九龙湖新区-西站东街,14364元/m²,2016年建造,160,4室2厅,南昌西站旁双地铁口  房东到外地做生意 急售 急售,低层(共11层),https://nc.anjuke.com/prop/view/A1581420974?from=filter&spread=commsearch_p&position=274&kwtype=filter&now_time=1550802678,111m²
3274,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,17345元/m²,2016年建造,196,3室2厅,特价！绿地国际博览城 房东订了红谷滩一套洋房 低于市场30万,高层(共6层),https://nc.anjuke.com/prop/view/A1589012902?from=filter&spread=commsearch_p&position=275&kwtype=filter&now_time=1550802678,113m²
3275,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,14681元/m²,2015年建造,138,3室2厅,保真保看 亏本出售 绿地临江地块 经典三房 靠国际金融中心,中层(共32层),https://nc.anjuke.com/prop/view/A1547824477?from=filter&spread=commsearch_p&position=276&kwtype=filter&now_time=1550802678,94m²
3276,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,13349元/m²,2015年建造,152,3室2厅,不临街不把边安静房标准三房中间户。送大露台楼下就是保育园！,高层(共33层),https://nc.anjuke.com/prop/view/A1568930351?from=filter&spread=commsearch_p&position=277&kwtype=filter&now_time=1550802678,113m²
3277,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,20114元/m²,2015年建造,216,3室2厅,为您找到理想的家，退台式电梯洋房顶楼带阁楼，房东诚心出售,高层(共6层),https://nc.anjuke.com/prop/view/A1515096989?from=filter&spread=commsearch_p&position=278&kwtype=filter&now_time=1550802678,107m²
3278,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",22000元/m²,2018年建造,440,6室4厅,新省政府旁 新力铂园高端叠墅上下3层 送私家花园来电享团优惠,共3层,https://nc.anjuke.com/prop/view/A1555494995?from=filter&spread=commsearch_p&position=279&kwtype=filter&now_time=1550802678,200m²
3279,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15182元/m²,2018年建造,167,3室2厅,新力东园 园系顶 尖水准精装修通透三房周边学校南师附小外国语,中层(共31层),https://nc.anjuke.com/prop/view/A1566292241?from=filter&spread=commsearch_p&position=280&kwtype=filter&now_time=1550802678,110m²
3280,"绿地悦城F区  红谷滩-九龙湖新区-西站大街,近三清山大道",17925元/m²,2014年建造,380,5室2厅,省政府旁 绿地悦城大平层 视野采光绝杀南师外国语教育,高层(共25层),https://nc.anjuke.com/prop/view/A1578133716?from=filter&spread=commsearch_p&position=281&kwtype=filter&now_time=1550802678,212m²
3281,绿地国际博览城天玺  红谷滩-九龙湖新区-九龙大道1177号,15984元/m²,2015年建造,195,3室2厅,急售！绿地国际博览城花园洋房 大三房带露台 看房随时,高层(共6层),https://nc.anjuke.com/prop/view/A1586451204?from=filter&spread=commsearch_p&position=282&kwtype=filter&now_time=1550802678,122m²
3282,华润凯旋门  红谷滩-九龙湖新区-西站东街,15893元/m²,2015年建造,178,4室2厅,华润凯旋门 小高层 通透4房 地铁300米 低于市价12万,中层(共11层),https://nc.anjuke.com/prop/view/A1543025285?from=filter&spread=commsearch_p&position=283&kwtype=filter&now_time=1550802678,112m²
3283,绿地悦城D区  红谷滩-九龙湖新区-西站大街,17832元/m²,2015年建造,255,3室2厅,绿地悦城D区通透三房产证在手 外国语对面国体地铁口500米,高层(共18层),https://nc.anjuke.com/prop/view/A1580351553?from=filter&spread=commsearch_p&position=284&kwtype=filter&now_time=1550802678,143m²
3284,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",22043元/m²,2018年建造,410,5室2厅,九龙湖省府中心 新力高端别墅送地下室送花园 房源有限,共5层,https://nc.anjuke.com/prop/view/A1583033579?from=filter&spread=commsearch_p&position=285&kwtype=filter&now_time=1550802678,186m²
3285,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,13994元/m²,2015年建造,168,3室2厅,过年了房东北京置业工作调动诚意出售懂行的欢迎咨询拒绝虚假房,中层(共33层),https://nc.anjuke.com/prop/view/A1568913598?from=filter&spread=commsearch_p&position=286&kwtype=filter&now_time=1550802678,120m²
3286,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",20376元/m²,2018年建造,379,6室3厅,九龙湖省政府旁新力铂园叠加别墅，送私家露台庭院，西客站旁名校,共5层,https://nc.anjuke.com/prop/view/A1583792177?from=filter&spread=commsearch_p&position=287&kwtype=filter&now_time=1550802678,186m²
3287,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15586元/m²,2015年建造,180,3室2厅,绿地国际博览城 因房东资金周转 忍痛割爱 价格你来砍 急售,低层(共32层),https://nc.anjuke.com/prop/view/A1547359186?from=filter&spread=commsearch_p&position=288&kwtype=filter&now_time=1550802678,115m²
3288,绿地悦城D区  红谷滩-九龙湖新区-西站大街,18182元/m²,2013年建造,260,3室2厅,九龙湖正心 绿地悦城 就读双学校 房源真实有效 看房钥匙在手,高层(共16层),https://nc.anjuke.com/prop/view/A1547897608?from=filter&spread=commsearch_p&position=289&kwtype=filter&now_time=1550802678,143m²
3289,"绿地悦城A区  红谷滩-九龙湖新区-西站大街,近三清山大道",16981元/m²,2015年建造,360,5室2厅,绿地悦城A区看江景四加一户型 俯瞰南师附小国体地铁两百米,高层(共18层),https://nc.anjuke.com/prop/view/A1583026678?from=filter&spread=commsearch_p&position=290&kwtype=filter&now_time=1550802678,212m²
3290,绿地悦城D区  红谷滩-九龙湖新区-西站大街,19895元/m²,2014年建造,285,3室2厅,绿地悦城 不靠高铁自带车位 中高楼层 阳光无挡视野绝杀,高层(共18层),https://nc.anjuke.com/prop/view/A1578085008?from=filter&spread=commsearch_p&position=291&kwtype=filter&now_time=1550802678,143m²
3291,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,17832元/m²,2015年建造,255,3室2厅,绿地悦城E区产证在手 少年宫对面国体地铁口三百米 读南师附小,高层(共18层),https://nc.anjuke.com/prop/view/A1579798703?from=filter&spread=commsearch_p&position=292&kwtype=filter&now_time=1550802678,143m²
3292,华润凯旋门  红谷滩-九龙湖新区-西站东街,15000元/m²,2016年建造,132,3室2厅,九龙湖华润凯旋门 通透三房 100米 龙岗站 17楼前后无挡,中层(共29层),https://nc.anjuke.com/prop/view/A1587519739?from=filter&spread=commsearch_p&position=293&kwtype=filter&now_time=1550802678,88m²
3293,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,14945元/m²,2016年建造,180,3室2厅,真存在真在售。真的价格真图片。真的房子不是嘴上说说就可以,高层(共32层),https://nc.anjuke.com/prop/view/A1561673219?from=filter&spread=commsearch_p&position=294&kwtype=filter&now_time=1550802678,120m²
3294,绿地国际博览城君珑  红谷滩-九龙湖新区-九龙大道1177号,14000元/m²,2014年建造,154,3室2厅,实拍实价 绿地国博一期 南北通透三房 房东看中其他房子 急售,中层(共27层),https://nc.anjuke.com/prop/view/A1587519510?from=filter&spread=commsearch_p&position=295&kwtype=filter&now_time=1550802678,110m²
3295,绿地悦城D区  红谷滩-九龙湖新区-西站大街,16216元/m²,2015年建造,360,4室2厅,南师附小外国语双学校 绿地悦城通透四房省妇保西站旁 产证在手,中层(共18层),https://nc.anjuke.com/prop/view/A1579803407?from=filter&spread=commsearch_p&position=296&kwtype=filter&now_time=1550802678,222m²
3296,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,20000元/m²,2015年建造,280,4室2厅,万科物业，一线江景，地铁口，就读南师附小，外国语，产证在手，,高层(共32层),https://nc.anjuke.com/prop/view/A1568066753?from=filter&spread=commsearch_p&position=297&kwtype=filter&now_time=1550802678,140m²
3297,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",11351元/m²,2018年建造,42,2室2厅,九龙湖西客站旁边双地铁口 巨汇名住复式公寓 送超大面积双阳台,中层(共19层),https://nc.anjuke.com/prop/view/A1578476089?from=filter&spread=commsearch_p&position=298&kwtype=filter&now_time=1550802678,37m²
3298,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14182元/m²,2018年建造,156,3室2厅,九龙湖西客站旁 新力东园1手精装3房  抵工程款房源通透3房,中层(共20层),https://nc.anjuke.com/prop/view/A1575437160?from=filter&spread=commsearch_p&position=299&kwtype=filter&now_time=1550802678,110m²
3299,绿地国际博览城博鸿  红谷滩-九龙湖新区-九龙大道1177号,15897元/m²,2016年建造,186,3室2厅,绿地国博城博鸿 精装修 拎包入住 产证在手 随时看房诚售,高层(共30层),https://nc.anjuke.com/prop/view/A1542392247?from=filter&spread=commsearch_p&position=300&kwtype=filter&now_time=1550802678,117m²
3300,绿地悦城D区  红谷滩-九龙湖新区-西站大街,16216元/m²,2015年建造,360,4室2厅,南师附小外国语双学校 绿地悦城通透四房省妇保西站旁 产证在手,中层(共18层),https://nc.anjuke.com/prop/view/A1579803407?from=filter&spread=commsearch_p&position=301&kwtype=filter&now_time=1550802680,222m²
3301,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,13579元/m²,2016年建造,129,3室2厅,九龙湖 国博靠江小区 二中学校 端正小三房 急需资金 便宜售,高层(共32层),https://nc.anjuke.com/prop/view/A1573153351?from=filter&spread=commsearch_p&position=302&kwtype=filter&now_time=1550802680,95m²
3302,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",13966元/m²,2018年建造,162,3室2厅,九龙湖 新力东园 内部房源房源不多售完即止 西客站不限购,中层(共33层),https://nc.anjuke.com/prop/view/A1582551755?from=filter&spread=commsearch_p&position=303&kwtype=filter&now_time=1550802680,116m²
3303,九龙馨苑  红谷滩-九龙湖新区-祥云大道,18750元/m²,2015年建造,300,4室2厅,九龙湖花园对面九龙馨苑送车位单价2万不到中间楼层视野无敌,中层(共32层),https://nc.anjuke.com/prop/view/A1528777554?from=filter&spread=commsearch_p&position=304&kwtype=filter&now_time=1550802680,160m²
3304,九龙馨苑  红谷滩-九龙湖新区-祥云大道,18909元/m²,2015年建造,312,3室2厅,省府旁九龙馨园 南北通透毛坯大三房 中高楼层采光好 随时看房,高层(共32层),https://nc.anjuke.com/prop/view/A1578374673?from=filter&spread=commsearch_p&position=305&kwtype=filter&now_time=1550802680,165m²
3305,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,13889元/m²,2015年建造,175,3室2厅,急售！绿地国际博览城大三房  视野采光好  看房随时,高层(共32层),https://nc.anjuke.com/prop/view/A1586451983?from=filter&spread=commsearch_p&position=306&kwtype=filter&now_time=1550802680,126m²
3306,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14545元/m²,2018年建造,160,3室2厅,九龙湖 西站旁  新力东园 精装地铁旁 抵工程款 立省10万,中层(共32层),https://nc.anjuke.com/prop/view/A1578480975?from=filter&spread=commsearch_p&position=307&kwtype=filter&now_time=1550802680,110m²
3307,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",20994元/m²,2017年建造,380,6室2厅,九龙湖省政府旁新力铂园叠加别墅，送私家露台庭院，低工程款房,共5层,https://nc.anjuke.com/prop/view/A1575450719?from=filter&spread=commsearch_p&position=308&kwtype=filter&now_time=1550802680,181m²
3308,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,15131元/m²,2016年建造,360,5室2厅,与省政府为邻居资源配套还担心什么小区专家房源多多随时看房,高层(共32层),https://nc.anjuke.com/prop/view/A1575895975?from=filter&spread=commsearch_p&position=309&kwtype=filter&now_time=1550802680,237m²
3309,恒天时尚中心  红谷滩-九龙湖新区-赣江南大道1566号,10222元/m²,2018年建造,46,1室1厅,恒天时尚中心 国体中心旁2号线地铁口 来电立享内部员工价,高层(共24层),https://nc.anjuke.com/prop/view/A1588031182?from=filter&spread=commsearch_p&position=310&kwtype=filter&now_time=1550802680,45m²
3310,华润凯旋门  红谷滩-九龙湖新区-西站东街,14722元/m²,2016年建造,106,2室2厅,九龙湖 西站旁 华润凯旋门 经济两房 出门地铁口！,高层(共32层),https://nc.anjuke.com/prop/view/A1554839107?from=filter&spread=commsearch_p&position=311&kwtype=filter&now_time=1550802680,72m²
3311,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15000元/m²,2018年建造,165,3室2厅,九龙湖 西站旁  新力东园 精装地铁旁 1.5万起 再享内折,中层(共32层),https://nc.anjuke.com/prop/view/A1579079426?from=filter&spread=commsearch_p&position=312&kwtype=filter&now_time=1550802680,110m²
3312,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,19231元/m²,2016年建造,275,3室2厅,电梯小高层 远离高铁 永辉超市已开业 出门地铁口 读南师附小,中层(共18层),https://nc.anjuke.com/prop/view/A1575917203?from=filter&spread=commsearch_p&position=313&kwtype=filter&now_time=1550802680,143m²
3313,九龙馨苑  红谷滩-九龙湖新区-祥云大道,18103元/m²,2016年建造,298,4室2厅,前排视野无挡  南师附小楼下  家门口的校区,高层(共31层),https://nc.anjuke.com/prop/view/A1581962973?from=filter&spread=commsearch_p&position=314&kwtype=filter&now_time=1550802680,164m²
3314,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14224元/m²,2018年建造,165,3室2厅,新力东园 新年团购价多快好省 西客站地铁口 精装修 九龙湖,低层(共31层),https://nc.anjuke.com/prop/view/A1563041319?from=filter&spread=commsearch_p&position=315&kwtype=filter&now_time=1550802680,116m²
3315,"绿地悦城F区  红谷滩-九龙湖新区-西站大街,近三清山大道",19580元/m²,2015年建造,280,3室2厅,绿地悦城F区三房143平280万，南师附小，外国语，国体中心,中层(共18层),https://nc.anjuke.com/prop/view/A1579294301?from=filter&spread=commsearch_p&position=316&kwtype=filter&now_time=1550802680,143m²
3316,绿地悦城B区  红谷滩-九龙湖新区-西站大街,18881元/m²,2015年建造,270,3室2厅,绿地悦城B区 中间楼层通透三房 产证在手 随时过户 看房随时,中层(共18层),https://nc.anjuke.com/prop/view/A1588837751?from=filter&spread=commsearch_p&position=317&kwtype=filter&now_time=1550802680,143m²
